"Environment Canada"
"Monthly Values for June - 2016"

"Legend"
"Stn_Name","Station Name"
"Lat","Latitude (North + , degrees)"
"Long","Longitude (West - , degrees)"
"Prov","Province"
"Tm","Mean Temperature (°C)"
"DwTm","Days without Valid Mean Temperature"
"D","Mean Temperature difference from Normal (1981-2010) (°C)"
"Tx","Highest Monthly Maximum Temperature (°C)"
"DwTx","Days without Valid Maximum Temperature"
"Tn","Lowest Monthly Minimum Temperature (°C)"
"DwTn","Days without Valid Minimum Temperature"
"S","Snowfall (cm)"
"DwS","Days without Valid Snowfall"
"S%N","Percent of Normal (1981-2010) Snowfall"
"P","Total Precipitation (mm)"
"DwP","Days without Valid Precipitation"
"P%N","Percent of Normal (1981-2010) Precipitation"
"S_G","Snow on the ground at the end of the month (cm)"
"Pd","Number of days with Precipitation 1.0 mm or more"
"BS","Bright Sunshine (hours)"
"DwBS","Days without Valid Bright Sunshine"
"BS%","Percent of Normal (1981-2010) Bright Sunshine"
"HDD","Degree Days below 18 °C"
"CDD","Degree Days above 18 °C"
"Stn_No","Climate station identifier (first 3 digits indicate drainage basin, last 4 characters are for sorting alphabetically)."
"NA","Not Available"

"Stn_Name","Lat","Long","Prov","Tm","DwTm","D","Tx","DwTx","Tn","DwTn","S","DwS","S%N","P","DwP","P%N","S_G","Pd","BS","DwBS","BS%","HDD","CDD","Stn_No"
"STE ROSE DU NORD","48.400","-70.533","QC","16.0","0","0.9","32.5","0","3.5","0","0.0","0",NA,"142.0","0","120.0","","17","","",NA,"84.5","23.4","7047722"
"SEPT-ILES","50.217","-66.250","QC","12.1","0",NA,"28.0","0","0.7","0","",,NA,"138.4","1",NA,"","11","",,NA,"178.6","1.7","7047914"
"LAC EON","51.867","-63.284","QC","9.8","5",NA,"25.0","4","-3.6","2","",,NA,"30.9","15",NA,"","3","",,NA,"206.4","0.9","704C64L"
"POINTE-DES-MONTS","49.317","-67.381","QC","11.2","0",NA,"20.0","0","6.5","0","",,NA,"164.0","0",NA,"","14","",,NA,"204.4","0.0","704F0PN"
"RIVIERE AU TONNERRE","50.283","-64.783","QC","11.7","1","0.4","22.0","1","-1.0","0","0.0","0",NA,"136.8","0","140.0","0.0","11","","",NA,"182.1","0.0","704FEG0"
"POINTE NOIRE CS","50.163","-66.434","QC","13.6","0",NA,"29.0","0","6.5","0","",,NA,"124.0","0",NA,"","12","",,NA,"140.3","8.7","704Q003"
"BAIE-COMEAU","49.259","-68.146","QC","14.2","0",NA,"28.6","0","5.1","0","",,NA,"131.8","0",NA,"","10","",,NA,"127.9","12.5","704S001"
"AMQUI","48.472","-67.435","QC","14.5","0",NA,"32.0","0","2.9","0","",,NA,"145.0","0",NA,"","12","",,NA,"127.0","21.9","7050145"
"CAP-D'ESPOIR","48.419","-64.317","QC","11.3","0",NA,"22.0","0","4.4","0","",,NA,"192.0","0",NA,"","17","",,NA,"201.9","0.0","7051050"
"CAP DES ROSIERS","48.850","-64.200","QC","12.8","8","0.4","31.0","8","0.0","1","0.0","0",NA,"206.0","0","221.0","0.0","18","","",NA,"128.0","12.5","7051055"
"CAP-MADELEINE","49.251","-65.325","QC","13.2","0",NA,"29.7","0","5.3","0","",,NA,"181.2","0",NA,"","12","",,NA,"156.6","12.2","7051163"
"CAUSAPSCAL","48.367","-67.233","QC","13.7","10","-0.4","32.0","8","0.0","10","0.0","0",NA,"185.4","9",NA,"0.0","11","","",NA,"98.9","12.8","7051200"
"GASPE A","48.775","-64.480","QC","12.8","2",NA,"33.3","1","-1.0","1","0.0","1",NA,"175.3","1",NA,"","13","",,NA,"161.2","16.8","7052601"
"ILES DE LA MADELEINE A","47.425","-61.778","QC","9.3","15",NA,"23.9","0","1.9","15","",,NA,"",,NA,"","","",,NA,"130.7","0.0","7053250"
"LAC HUMQUI","48.283","-67.567","QC","14.5","4","0.4","31.7","4","0.0","2","0.0","0",NA,"194.5","1",NA,"0.0","12","","",NA,"110.9","19.1","7053649"
"ILES DE LA MADELEINE","47.425","-61.775","QC","11.7","0",NA,"23.0","0","1.6","0","",,NA,"71.9","0",NA,"","10","",,NA,"190.1","0.2","7053KGR"
"LA POCATIERE","47.356","-70.032","QC","16.3","0",NA,"31.9","0","5.4","0","",,NA,"104.7","0",NA,"","12","",,NA,"87.3","36.5","7054096"
"MONT JOLI A","48.609","-68.208","QC","14.8","0",NA,"32.7","0","5.9","0","0.0","0",NA,"155.8","0",NA,"","11","",,NA,"120.4","25.7","7055121"
"MONT-JOLI","48.604","-68.195","QC","14.9","0",NA,"32.9","0","5.1","0","",,NA,"174.5","0",NA,"","12","",,NA,"121.0","26.9","7055122"
"NEW CARLISLE 1","48.012","-65.332","QC","14.1","0",NA,"29.2","0","3.6","0","",,NA,"153.0","0",NA,"","12","",,NA,"135.7","17.4","7055422"
"POINTE-AU-PERE (INRS)","48.514","-68.468","QC","13.4","0",NA,"28.9","0","4.1","0","",,NA,"161.0","0",NA,"","15","",,NA,"144.0","5.1","7056068"
"PORT-MENIER","49.839","-64.293","QC","12.2","0",NA,"27.8","0","3.2","0","",,NA,"110.8","0",NA,"","12","",,NA,"178.3","3.6","7056202"
"RIMOUSKI","48.450","-68.517","QC","15.6","0","0.2","33.0","0","6.5","0","0.0","0",NA,"161.0","0","190.0","0.0","16","","",NA,"102.2","29.7","7056480"
"RIVIERE-DU-LOUP","47.806","-69.549","QC","14.8","0",NA,"29.9","0","5.6","0","",,NA,"96.3","1",NA,"","14","",,NA,"116.9","22.3","7056616"
"ST CAMILLE","46.483","-70.217","QC","15.0","0","0.3","30.0","0","3.0","0","0.0","0",NA,"94.0","0","74.0","0.0","12","","",NA,"106.9","16.8","7056930"
"ST JEAN DE CHERBOURG","48.883","-67.117","QC","12.4","16","-0.9","30.0","8","2.0","11","0.0","0",NA,"164.6","3",NA,"0.0","14","","",NA,"86.0","7.5","7057395"
"STE LUCIE","46.733","-70.017","QC","16.2","10","1.5","30.5","9","0.5","8","0.0","0",NA,"75.4","8",NA,"0.0","8","","",NA,"52.9","16.7","7057515"
"SAINT MICHEL","46.867","-70.883","QC","17.3","6","1.0","32.0","4","6.0","2","0.0","0",NA,"126.4","2",NA,"0.0","13","","",NA,"48.5","30.8","7057567"
"ILE BICQUETTE","48.416","-68.893","QC","12.1","1",NA,"22.9","1","5.6","0","",,NA,"",,NA,"","","",,NA,"170.5","0.0","705LKPQ"
"CAP-CHAT","49.109","-66.654","QC","13.0","0",NA,"33.5","0","4.6","0","",,NA,"198.6","0",NA,"","13","",,NA,"163.5","12.0","705S002"
"BAGOTVILLE A","48.333","-71.000","QC","16.2","0","0.6","32.8","0","4.7","0","0.0","0",NA,"159.8","0","182.0","","16","",,NA,"81.3","27.4","7060400"
"BONNARD 1","50.729","-71.013","QC","12.2","8",NA,"26.3","7","-1.8","2","",,NA,"55.6","12",NA,"","11","",,NA,"130.4","2.2","7060826"
"CHAMOUCHOUANE","49.279","-73.356","QC","13.7","6",NA,"30.8","6","1.5","0","",,NA,"",,NA,"","","",,NA,"109.8","6.6","7061288"
"CHUTE-DES-PASSES","49.840","-71.168","QC","14.7","18",NA,"25.7","17","1.0","7","",,NA,"",,NA,"","","",,NA,"44.5","5.1","7061541"
"JONQUIERE","48.425","-71.143","QC","15.9","1",NA,"30.7","1","5.0","0","",,NA,"91.0","11",NA,"","10","",,NA,"79.8","19.4","7063370"
"LAC STE CROIX","48.417","-71.750","QC","13.7","25","-2.0","23.0","20","4.0","17","0.0","0",NA,"67.9","9",NA,"0.0","9","","",NA,"21.5","0.0","7063690"
"LATERRIERE","48.307","-71.129","QC","15.6","1",NA,"32.7","1","4.9","0","",,NA,"",,NA,"","","",,NA,"91.5","21.8","7064181"
"MISTOOK","48.598","-71.716","QC","15.5","3",NA,"30.9","2","4.1","2","",,NA,"",,NA,"","","",,NA,"84.8","16.9","7065012"
"NORMANDIN","48.842","-72.547","QC","14.7","0",NA,"31.2","0","1.9","0","",,NA,"134.9","0",NA,"","21","",,NA,"118.3","19.4","7065639"
"ONATCHIWAY","48.894","-71.032","QC","14.0","1",NA,"30.5","1","0.3","0","",,NA,"130.2","1",NA,"","19","",,NA,"133.7","17.3","7065738"
"PERIBONCA","48.767","-72.033","QC","16.2","4",NA,"31.5","3","1.0","1","0.0","0",NA,"147.9","0",NA,"0.0","17","","",NA,"72.3","25.4","7065960"
"ROBERVAL A","48.520","-72.266","QC","15.5","0",NA,"32.2","0","4.1","0","0.0","0",NA,"124.8","0",NA,"","13","",,NA,"102.0","26.8","7066686"
"ST AMBROISE","48.567","-71.333","QC","15.7","3","0.7","32.0","0","2.0","3","0.0","0",NA,"140.4","0","155.0","0.0","17","","",NA,"84.1","21.4","7066820"
"ST PRIME","48.617","-72.417","QC","16.7","8","0.9","32.5","8","4.0","1","0.0","0",NA,"107.1","2",NA,"0.0","13","","",NA,"54.1","25.8","7067658"
"LAC BENOIT","51.533","-71.111","QC","12.5","4",NA,"28.1","3","-4.0","1","",,NA,"",,NA,"","","",,NA,"144.4","2.5","706I001"
"MANOUANE EST","50.656","-70.532","QC","12.7","3",NA,"27.1","2","-1.4","1","",,NA,"168.2","3",NA,"","16","",,NA,"146.4","4.6","706I155"
"LA BAIE","48.298","-70.920","QC","15.3","0",NA,"31.3","0","4.7","0","",,NA,"123.8","0",NA,"","15","",,NA,"96.9","16.6","706Q001"
"PARENT","47.922","-74.624","QC","13.7","0",NA,"30.6","0","0.6","0","",,NA,"86.8","0",NA,"","9","",,NA,"144.4","14.2","7075800"
"SAINT-MICHEL-DES-SAINTS","46.816","-74.094","QC","14.3","3",NA,"29.7","2","2.1","1","",,NA,"60.4","4",NA,"","7","",,NA,"112.5","12.2","7077571"
"LA TUQUE","47.411","-72.788","QC","15.7","0",NA,"33.9","0","0.5","0","",,NA,"104.0","0",NA,"","13","",,NA,"97.3","27.7","707DBD4"
"BARRAGE TEMISCAMINGUE","46.710","-79.101","QC","16.1","0",NA,"32.0","0","4.1","0","",,NA,"62.2","0",NA,"","9","",,NA,"78.4","22.7","7080468"
"MONT BRUN","48.417","-78.733","QC","15.1","7","0.8","31.5","1","-1.5","6","0.0","0",NA,"101.8","0","114.0","0.0","15","","",NA,"80.0","12.5","7085106"
"ROUYN","48.246","-79.034","QC","14.8","0",NA,"31.5","0","1.3","0","",,NA,"78.6","0",NA,"","9","",,NA,"119.4","23.0","7086716"
"CHAPAIS","49.823","-74.975","QC","13.5","0",NA,"31.3","0","-0.6","0","",,NA,"91.4","3",NA,"","13","",,NA,"145.2","10.7","7091299"
"CHIBOUGAMAU CHAPAIS A","49.767","-74.533","QC","13.3","8",NA,"29.5","8","0.5","8","0.0","8",NA,"118.6","8",NA,"0.0","12","","",NA,"111.4","8.3","7091404"
"LA GRANDE 4 A","53.755","-73.675","QC","11.4","6",NA,"26.3","6","-2.9","6","",,NA,"25.8","8",NA,"","4","",,NA,"158.4","0.0","7093714"
"LA GRANDE RIVIERE A","53.625","-77.704","QC","10.9","0",NA,"27.4","0","-3.7","0","3.0","0",NA,"83.4","0",NA,"","12","",,NA,"216.8","2.6","7093716"
"LA GRANDE IV","53.757","-73.679","QC","11.8","0",NA,"26.5","0","-2.7","0","",,NA,"65.3","0",NA,"","15","",,NA,"187.3","0.0","7093GJ5"
"MATAGAMI A","49.762","-77.803","QC","12.8","3",NA,"31.4","3","-2.3","3","",,NA,"89.8","3",NA,"","11","",,NA,"149.5","9.0","7094636"
"MATAGAMI","49.758","-77.793","QC","12.7","1",NA,"31.3","1","-1.9","0","",,NA,"65.5","9",NA,"","8","",,NA,"167.2","13.1","7094637"
"VAL-D'OR","48.056","-77.786","QC","14.1","1",NA,"31.5","1","-0.2","0","",,NA,"63.9","1",NA,"","10","",,NA,"134.5","20.6","7098603"
"VAL D'OR A","48.053","-77.783","QC","14.3","0",NA,"31.7","0","0.0","0","",,NA,"76.4","1",NA,"","11","",,NA,"131.7","21.3","7098605"
"LAC BERRY","48.800","-78.283","QC","13.2","8","-0.9","32.0","7","-2.5","3","0.0","0","0.0","79.3","2",NA,"0.0","10","","",NA,"115.5","8.8","709CEE9"
"INUKJUAK","58.472","-78.077","QC","6.5","5",NA,"21.9","5","-2.3","4","",,NA,"35.5","5",NA,"","6","",,NA,"287.1","0.0","7103280"
"KUUJJUARAPIK","55.367","-77.567","QC","7.3","3",NA,"21.7","3","-3.8","0","",,NA,"78.4","3",NA,"","10","",,NA,"289.9","0.0","7103539"
"INUKJUAK A","58.472","-78.077","QC","6.5","1",NA,"21.5","1","-2.5","0","",,NA,"44.1","1",NA,"","6","",,NA,"333.7","0.0","710S005"
"KUUJJUAQ A","58.089","-68.422","QC","7.6","0",NA,"26.1","0","-1.9","0","0.0","0",NA,"56.8","0",NA,"","11","",,NA,"312.8","0.0","7113535"
"PARC NATIONAL DES PINGUALUIT","61.313","-73.668","QC","1.5","4",NA,"13.4","3","-10.4","2","",,NA,"6.3","23",NA,"","3","",,NA,"429.7","0.0","7115800"
"RIVIERE AUX FEUILLES","57.909","-72.976","QC","8.8","9",NA,"22.5","8","-3.1","3","",,NA,"37.6","10",NA,"","6","",,NA,"193.3","0.0","7116505"
"SALLUIT","62.179","-75.670","QC","2.7","1",NA,"15.6","1","-4.9","0","",,NA,"22.8","1",NA,"","6","",,NA,"444.0","0.0","7117800"
"SCHEFFERVILLE A","54.805","-66.805","QC","8.9","3",NA,"26.2","3","-5.2","2","",,NA,"0.0","2",NA,"","0","",,NA,"247.0","0.0","7117823"
"SCHEFFERVILLE","54.800","-66.800","QC","9.3","0",NA,"25.7","0","-5.3","0","",,NA,"56.9","0",NA,"","11","",,NA,"260.1","0.0","7117827"
"BAS CARAQUET","47.802","-64.833","NB","14.5","1",NA,"31.7","1","1.2","0","",,NA,"140.8","1",NA,"","17","",,NA,"128.6","26.9","8100467"
"BAS CARAQUET","47.800","-64.867","NB","",,NA,"",,"",,"0.0","0",NA,"136.4","0",NA,"0.0","11","","",NA,"","","8100468"
"BATHURST A","47.630","-65.739","NB","15.0","0",NA,"33.4","0","3.1","0","0.0","0",NA,"158.2","0",NA,"","13","",,NA,"117.2","28.6","8100505"
"BUCTOUCHE CDA CS","46.430","-64.768","NB","15.1","0",NA,"30.0","0","1.7","0","",,NA,"102.5","0",NA,"","13","",,NA,"106.4","20.2","8100593"
"CHARLO AUTO","47.990","-66.334","NB","15.0","0",NA,"32.2","0","4.2","0","",,NA,"182.0","0",NA,"","13","",,NA,"113.2","23.0","8100885"
"MIRAMICHI RCS","47.009","-65.465","NB","16.0","0",NA,"32.1","0","3.4","0","",,NA,"97.4","0",NA,"","11","",,NA,"96.0","35.3","8100989"
"DOAKTOWN AUTO RCS","46.585","-66.010","NB","15.5","0",NA,"31.0","0","2.9","0","",,NA,"116.5","0",NA,"","11","",,NA,"94.3","19.9","8101201"
"EDMUNDSTON","47.417","-68.324","NB","14.6","0",NA,"32.0","0","0.5","0","",,NA,"177.9","0",NA,"","12","",,NA,"119.9","17.9","8101303"
"FREDERICTON","45.869","-66.537","NB","15.9","1",NA,"31.4","1","3.1","1","",,NA,"92.7","1",NA,"","12","",,NA,"78.5","17.0","8101505"
"FREDERICTON CDA CS","45.920","-66.609","NB","15.9","1",NA,"30.4","1","5.5","0","",,NA,"108.5","1",NA,"","12","",,NA,"73.9","14.4","8101605"
"FUNDY PARK (ALMA) CS","45.600","-64.950","NB","14.1","0",NA,"26.5","0","3.7","0","",,NA,"91.1","0",NA,"","8","",,NA,"120.8","3.3","8101746"
"GAGETOWN AWOS A","45.839","-66.450","NB","15.8","1",NA,"30.9","1","3.3","0","",,NA,"97.0","7",NA,"","11","",,NA,"83.5","18.3","8101794"
"GRAND MANAN SAR CS","44.712","-66.802","NB","13.5","0",NA,"25.7","0","1.3","0","",,NA,"103.2","0",NA,"","6","",,NA,"135.6","0.4","8101925"
"JUNIPER","46.550","-67.167","NB","15.8","2","0.7","31.5","2","2.0","2","0.0","2",NA,"76.2","2",NA,"0.0","12","","",NA,"64.6","3.1","8102275"
"KOUCHIBOUGUAC CS","46.770","-65.007","NB","16.2","0",NA,"33.2","0","1.5","0","",,NA,"106.6","0",NA,"","11","",,NA,"93.9","40.0","8102328"
"MACTAQUAC PROV PARK","45.954","-66.899","NB","15.9","1","0.0","31.0","1","3.0","1","0.0","1",NA,"98.6","1",NA,"0.0","13","","",NA,"77.6","16.4","8102536"
"MECHANIC SETTLEMENT","45.694","-65.165","NB","13.8","0",NA,"26.5","0","4.7","0","",,NA,"149.1","0",NA,"","12","",,NA,"130.7","6.1","8102848"
"MISCOU ISLAND (AUT)","48.009","-64.494","NB","13.4","1",NA,"29.9","1","1.7","0","",,NA,"106.1","3",NA,"","8","",,NA,"151.7","18.6","8103050"
"MONCTON INTL A","46.112","-64.679","NB","15.3","0",NA,"29.8","0","0.7","0","0.0","1",NA,"84.6","2",NA,"","11","",,NA,"101.9","19.7","8103201"
"OAK POINT","45.507","-66.099","NB","15.3","0",NA,"27.5","0","3.0","0","0.0","0",NA,"108.4","0",NA,"0.0","12","","",NA,"84.8","3.9","8103780"
"POINT LEPREAU CS","45.073","-66.449","NB","12.9","0",NA,"23.1","0","4.5","0","",,NA,"63.3","0",NA,"","7","",,NA,"151.6","0.0","8104201"
"RED PINES","47.439","-65.598","NB","14.6","1",NA,"31.9","1","2.5","0","",,NA,"153.3","1",NA,"","16","",,NA,"121.5","23.7","8104295"
"SAINT JOHN A","45.316","-65.890","NB","13.7","0",NA,"28.2","0","0.8","0","0.0","1",NA,"111.2","2",NA,"","10","",,NA,"130.1","1.1","8104901"
"ST. STEPHEN","45.210","-67.253","NB","15.5","0",NA,"29.3","0","3.0","0","",,NA,"74.2","0",NA,"","9","",,NA,"81.0","5.7","8104935"
"SUSSEX FOUR CORNERS","45.742","-65.529","NB","15.3","0",NA,"30.3","0","2.4","0","",,NA,"105.4","0",NA,"","9","",,NA,"93.0","12.4","8105210"
"WOODSTOCK","46.170","-67.554","NB","15.8","0","-0.5","30.0","0","3.0","0","0.0","0",NA,"69.8","0","77.0","0.0","10","","",NA,"83.1","17.7","8105600"
"WOODSTOCK NEWBRIDGE","46.152","-67.543","NB","15.3","0",NA,"29.9","0","2.0","0","",,NA,"79.1","0",NA,"","9","",,NA,"95.4","14.6","8105603"
"ST LEONARD CS","47.158","-67.832","NB","14.9","0",NA,"30.5","0","2.3","0","",,NA,"",,NA,"","","",,NA,"114.4","22.0","810I001"
"BACCARO PT","43.451","-65.472","NS","12.0","1",NA,"21.1","1","5.8","0","",,NA,"27.0","1",NA,"","6","",,NA,"174.8","0.0","8200255"
"BEAVER ISLAND (AUT)","44.817","-62.333","NS","11.4","0",NA,"17.7","0","4.9","0","",,NA,"",,NA,"","","",,NA,"198.0","0.0","8200558"
"BRIER ISLAND","44.286","-66.347","NS","13.2","1",NA,"20.6","1","8.4","0","",,NA,"32.9","1",NA,"","6","",,NA,"138.7","0.0","8200604"
"CARIBOU POINT (AUT)","45.767","-62.683","NS","15.1","0",NA,"29.7","0","6.2","0","",,NA,"38.0","0",NA,"","9","",,NA,"110.4","22.2","8200774"
"CHETICAMP CS","46.645","-60.947","NS","14.2","0",NA,"27.1","0","-0.4","0","",,NA,"63.1","0",NA,"","14","",,NA,"134.3","18.9","8200827"
"COLLEGEVILLE AUTO","45.491","-62.015","NS","13.5","0",NA,"29.2","0","-2.2","0","",,NA,"59.5","0",NA,"","12","",,NA,"144.2","8.3","8201001"
"DEBERT","45.417","-63.467","NS","14.6","0",NA,"29.9","0","0.1","0","",,NA,"61.1","0",NA,"","11","",,NA,"113.6","11.4","8201390"
"ESKASONI FIRST NATION AUTOMATIC WEATHER STATION","45.921","-60.647","NS","13.3","0",NA,"26.8","0","2.3","0","",,NA,"107.1","0",NA,"","13","",,NA,"142.0","1.9","8201780"
"GREENWOOD A","44.983","-64.917","NS","16.4","0","0.2","30.6","0","3.8","0","0.0","0",NA,"23.2","0","29.0","","6","",,NA,"72.3","24.4","8202000"
"HALIFAX INTL A","44.881","-63.509","NS","14.4","1",NA,"26.9","0","1.8","1","0.0","0",NA,"72.5","0",NA,"","7","",,NA,"111.5","8.1","8202251"
"HART ISLAND (AUT)","45.350","-60.983","NS","12.1","0",NA,"23.2","0","4.9","0","",,NA,"",,NA,"","","",,NA,"177.8","0.0","8202318"
"INGONISH BEACH RCS","46.663","-60.406","NS","13.1","0",NA,"31.1","0","0.7","0","",,NA,"114.6","0",NA,"","13","",,NA,"165.7","19.9","8202502"
"KEJIMKUJIK 1","44.403","-65.203","NS","15.6","1",NA,"28.4","1","3.6","0","",,NA,"21.4","1",NA,"","5","",,NA,"82.9","13.7","8202592"
"KENTVILLE CDA CS","45.067","-64.483","NS","15.9","1",NA,"30.7","1","2.8","0","",,NA,"15.2","1",NA,"","7","",,NA,"82.2","21.8","8202810"
"LAKE MAJOR","44.717","-63.483","NS","15.0","10",NA,"26.0","10","5.0","10","0.0","10",NA,"58.2","10",NA,"","9","","",NA,"62.6","3.1","8202896"
"LYONS BROOK","45.658","-62.797","NS","15.4","17","0.0","28.0","17","1.0","17","0.0","13",NA,"42.4","13",NA,"0.0","7","","",NA,"45.5","11.3","8203230"
"NAPPAN AUTO","45.760","-64.241","NS","14.5","0",NA,"28.4","0","0.9","0","",,NA,"28.6","0",NA,"","7","",,NA,"116.2","11.4","8203702"
"NORTH MOUNTAIN CS","46.817","-60.672","NS","",,NA,"",,"",,"",,NA,"70.0","0",NA,"","16","",,NA,"","","8204161"
"UPPER STEWIACKE RCS","45.233","-63.055","NS","14.4","2",NA,"28.8","2","-0.8","0","",,NA,"73.9","2",NA,"","10","",,NA,"105.8","5.4","8204193"
"PARRSBORO","45.413","-64.347","NS","13.5","0",NA,"28.1","0","0.8","0","",,NA,"23.2","0",NA,"","7","",,NA,"137.1","3.0","8204402"
"POCKWOCK LAKE","44.767","-63.833","NS","15.2","15","0.3","26.5","15","6.0","15","0.0","15",NA,"8.6","15",NA,"","2","","",NA,"45.2","3.3","8204453"
"PORT HAWKESBURY","45.657","-61.368","NS","12.8","5",NA,"29.1","5","-1.5","4","",,NA,"95.6","4",NA,"","15","",,NA,"137.9","7.3","8204495"
"SABLE ISLAND","43.932","-60.009","NS","12.4","1",NA,"19.3","0","6.4","1","",,NA,"71.5","1",NA,"","10","",,NA,"163.7","0.0","8204700"
"SABLE ISLAND A","43.946","-59.960","NS","11.5","11",NA,"17.6","11","5.8","11","",,NA,"75.3","11",NA,"","9","",,NA,"124.1","0.0","8204703"
"ST MARGARET'S BAY","44.700","-63.900","NS","14.6","2","0.4","24.0","1","3.0","1","0.0","1",NA,"55.0","1",NA,"0.0","9","","",NA,"98.1","4.0","8204800"
"ST PAUL ISLAND (AUT)","47.233","-60.144","NS","10.4","5",NA,"24.2","5","4.0","0","",,NA,"",,NA,"","","",,NA,"191.0","1.0","8204909"
"SHEARWATER RCS","44.630","-63.513","NS","14.0","1",NA,"25.9","1","4.7","0","",,NA,"55.5","1",NA,"","8","",,NA,"120.4","3.7","8205092"
"SYDNEY A","46.161","-60.048","NS","13.2","0",NA,"28.8","0","2.9","0","0.0","0",NA,"77.6","0",NA,"","12","",,NA,"150.5","6.3","8205701"
"SYDNEY CS","46.163","-60.042","NS","13.3","0",NA,"29.0","0","2.9","0","",,NA,"90.3","0",NA,"","12","",,NA,"148.0","7.3","8205702"
"TATAMAGOUCHE","45.683","-63.233","NS","15.2","6",NA,"30.0","3","-0.5","3","0.0","3",NA,"59.8","3",NA,"","9","","",NA,"84.5","16.5","8205774"
"TRACADIE","45.608","-61.680","NS","14.2","0",NA,"28.7","0","0.6","0","",,NA,"54.3","0",NA,"","12","",,NA,"130.6","17.8","8205895"
"WATERVILLE CAMBRIDGE","45.050","-64.650","NS","16.3","0","0.2","31.0","0","3.0","0","0.0","0",NA,"26.4","0","34.0","0.0","11","","",NA,"73.9","24.0","8206222"
"WESTERN HEAD","43.990","-64.664","NS","13.2","0",NA,"25.6","0","5.8","0","",,NA,"31.5","0",NA,"","5","",,NA,"144.1","0.0","8206240"
"WHITE ROCK","45.050","-64.383","NS","",,NA,"",,"",,"0.0","25",NA,"21.2","25",NA,"","5","","",NA,"","","8206316"
"YARMOUTH RCS","43.831","-66.088","NS","14.3","1",NA,"24.4","1","7.1","1","",,NA,"19.8","1",NA,"","7","",,NA,"108.3","1.1","8206491"
"YARMOUTH A","43.827","-66.088","NS","14.2","0",NA,"24.7","0","6.1","0","0.0","0",NA,"23.4","0",NA,"","8","",,NA,"114.2","0.9","8206495"
"ALLISTON","46.067","-62.600","PE","12.4","17",NA,"22.0","17","2.0","17","0.0","17",NA,"47.4","17",NA,"","6","","",NA,"72.7","0.0","8300100"
"CHARLOTTETOWN A","46.289","-63.119","PE","14.5","0",NA,"26.8","0","-1.3","0","0.0","0",NA,"64.8","0",NA,"","10","",,NA,"121.2","17.6","8300301"
"EAST POINT (AUT)","46.460","-61.988","PE","12.8","0",NA,"26.5","0","1.9","0","",,NA,"59.6","0",NA,"","10","",,NA,"160.0","4.8","8300418"
"NEW GLASGOW","46.409","-63.350","PE","15.2","0","0.6","27.0","0","0.0","0","0.0","0",NA,"70.2","0","71.0","0.0","14","","",NA,"107.0","23.3","8300497"
"NORTH CAPE","47.058","-63.999","PE","13.5","0",NA,"30.0","0","3.5","0","",,NA,"133.0","0",NA,"","14","",,NA,"153.2","17.0","8300516"
"ST. PETERS","46.450","-62.576","PE","14.0","1",NA,"27.4","1","-0.4","0","",,NA,"47.3","1",NA,"","8","",,NA,"132.9","17.9","8300562"
"SUMMERSIDE","46.441","-63.838","PE","14.8","0",NA,"26.4","0","1.7","0","",,NA,"59.1","0",NA,"","11","",,NA,"108.7","13.0","8300596"
"HARRINGTON CDA CS","46.344","-63.170","PE","14.6","0",NA,"27.0","0","0.6","0","",,NA,"72.0","0",NA,"","8","",,NA,"119.8","16.5","830P001"
"ARGENTIA (AUT)","47.294","-53.993","NL","10.3","0",NA,"22.0","0","1.7","0","",,NA,"93.9","0",NA,"","13","",,NA,"230.9","0.0","8400104"
"BADGER (AUT)","48.967","-56.067","NL","12.3","0",NA,"30.2","0","-3.8","0","",,NA,"128.5","0",NA,"","10","",,NA,"175.8","5.2","8400301"
"BONAVISTA","48.667","-53.114","NL","10.5","0",NA,"24.9","0","1.1","0","",,NA,"68.2","0",NA,"","10","",,NA,"229.0","4.1","8400601"
"BRANCH","46.883","-53.968","NL","10.5","6",NA,"22.0","6","0.0","6","0.0","6",NA,"117.0","6",NA,"0.0","9","","",NA,"181.0","0.0","8400666"
"BURGEO NL","47.617","-57.617","NL","9.8","0",NA,"18.1","0","2.5","0","",,NA,"243.0","0",NA,"","13","",,NA,"244.7","0.0","8400801"
"CAPE RACE (AUT)","46.660","-53.076","NL","8.7","0",NA,"20.1","0","-1.6","0","",,NA,"108.2","0",NA,"","3","",,NA,"279.5","0.0","8401000"
"CORMACK","49.317","-57.400","NL","8.8","17","-2.7","20.0","17","-2.0","17","0.0","17",NA,"111.3","17",NA,"","6","","",NA,"119.5","0.0","8401286"
"CORMACK RCS","49.322","-57.393","NL","11.8","1",NA,"27.6","1","-1.9","0","",,NA,"120.3","1",NA,"","8","",,NA,"183.9","4.0","8401295"
"CORNER BROOK","48.933","-57.917","NL","12.9","0",NA,"28.9","0","-1.2","0","",,NA,"70.3","0",NA,"","11","",,NA,"163.2","10.2","8401298"
"CORNER BROOK","48.950","-57.950","NL","13.5","0","0.7","30.0","0","-0.5","0","0.0","0","0.0","68.4","0","79.0","0.0","11","","",NA,"148.0","13.7","8401300"
"COW HEAD","49.912","-57.789","NL","12.1","0","1.6","23.5","0","-2.0","0","0.0","0","0.0","94.4","0","88.0","0.0","12","","",NA,"179.9","1.6","8401335"
